"","X","id","menina","branco","cidade_id","escola_id","prof_id","name_muni","pib","prof_nome","prof_exp","inf","trtGrp","sala_pequena","sala_professor_integral","nota"
"162",162,162,1,1,17,"Várzea Branca_2",67,"Várzea Branca",5149.20657941617,"Charbel Silveira",13.7059105444635,5.13032284431646,2,1,0,85.8213402670062
"163",163,163,0,0,1,"Anísio De Abreu_2",4,"Anísio De Abreu",3732.89859734518,"Orestes Almeida",10.7226484829027,6.10256133803298,2,1,0,57.7439569855819
"164",164,164,1,1,9,"Fartura Do Piauí_3",132,"Fartura Do Piauí",4776.25290722364,"Balduíno Viana",15.2821494186017,5.50883055655879,2,1,0,83.8628212198878
"165",165,165,0,1,4,"Canto Do Buriti_1",89,"Canto Do Buriti",4236.55979260193,"Juno Araújo",20.6076298574722,7.00057268058296,1,0,0,58.3365552323439
"166",166,166,1,0,6,"Coronel José Dias_4",111,"Coronel José Dias",3999.82445163763,"Juliano Mendes",1.9034575666293,3.7293486817235,2,1,0,70.8262176211304
"167",167,167,0,0,1,"Anísio De Abreu_4",7,"Anísio De Abreu",3732.89859734518,"Zenira Castro",17.356765024678,5.23468134668299,3,0,1,39.9676253977853
"168",168,168,1,1,4,"Canto Do Buriti_4",95,"Canto Do Buriti",4236.55979260193,"Santelmo da Mota",12.0816431033349,3.1287559622999,2,1,0,71.3142767319335
"169",169,169,0,0,11,"Jurema_2",20,"Jurema",2736.02521851292,"Zelaci Pereira",14.5253106958483,3.44993278272548,2,1,0,60.6842729163252
"170",170,170,1,1,11,"Jurema_3",22,"Jurema",2736.02521851292,"Lutero Fernandes",16.1002196103384,3.08827241110571,1,0,0,51.6085419042742
"171",171,171,1,1,1,"Anísio De Abreu_2",3,"Anísio De Abreu",3732.89859734518,"Felisberto da Costa",15.6474668624735,6.10256133803298,2,1,0,79.8956495220554
"172",172,172,1,1,9,"Fartura Do Piauí_1",128,"Fartura Do Piauí",4776.25290722364,"Regina da Mota",13.8508804625565,4.38004030973914,3,0,1,62.387784949403
"173",173,173,1,1,12,"Pajeú Do Piauí_4",32,"Pajeú Do Piauí",3905.61081179791,"Genésio Cavalcanti",16.4415810076643,3.66021920480037,1,0,0,49.9345769068402
"174",174,174,0,1,14,"São Lourenço Do Piauí_4",47,"São Lourenço Do Piauí",4633.46923739916,"Adruzilo Moreira",21.7281345900242,3.86409683432657,1,0,0,58.4288950788227
"175",175,175,0,0,2,"Bonfim Do Piauí_3",77,"Bonfim Do Piauí",5704.73948948163,"Heldemaro Alves",18.539237484754,1.31599744993037,3,0,1,41.5750286185792
"176",176,176,1,1,4,"Canto Do Buriti_3",93,"Canto Do Buriti",4236.55979260193,"Rúbia Duarte",14.5796305464734,4.81312692415379,2,1,0,95.0355154139791
"177",177,177,0,1,4,"Canto Do Buriti_1",89,"Canto Do Buriti",4236.55979260193,"Juno Araújo",20.6076298574722,7.00057268058296,2,1,0,55.4658878996186
"178",178,178,1,1,4,"Canto Do Buriti_2",91,"Canto Do Buriti",4236.55979260193,"Soraia Rodrigues",15.4236789332356,8.48047378158709,2,1,0,90.0786352005792
"179",179,179,1,1,11,"Jurema_4",24,"Jurema",2736.02521851292,"Cauani Caldeira",13.9911725928001,5.44270892261543,3,0,1,55.6337193760133
"180",180,180,1,1,16,"Tamboril Do Piauí_4",63,"Tamboril Do Piauí",4790.74232599722,"Iolene Peixoto",8.44463974365809,4.62526456794013,1,0,0,65.7949453577682
"181",181,181,0,1,1,"Anísio De Abreu_1",2,"Anísio De Abreu",3732.89859734518,"Pitágoras Aragão",18.571854286462,6.65894605774353,3,0,1,52.7145229671132
"182",182,182,0,1,4,"Canto Do Buriti_1",88,"Canto Do Buriti",4236.55979260193,"Carlene Pereira",21.2832587573139,7.00057268058296,3,0,1,64.4695182928695
"183",183,183,1,0,17,"Várzea Branca_3",69,"Várzea Branca",5149.20657941617,"Denis Oliveira",12.8308723152425,8.56625305223999,2,1,0,78.5215921919892
"184",184,184,1,1,8,"Dom Inocêncio_3",124,"Dom Inocêncio",4110.47192881985,"Zaíro Nunes",16.1350479225583,5.39694677603193,1,0,0,54.1218625903353
"185",185,185,1,1,12,"Pajeú Do Piauí_3",30,"Pajeú Do Piauí",3905.61081179791,"Falco Melo",9.52770619375987,1.93848008258541,2,1,0,80.1547966931336
"186",186,186,1,1,1,"Anísio De Abreu_1",2,"Anísio De Abreu",3732.89859734518,"Pitágoras Aragão",18.571854286462,6.65894605774353,3,0,1,57.8940702188973
"187",187,187,1,0,17,"Várzea Branca_4",71,"Várzea Branca",5149.20657941617,"Mirza Alves",13.2442594176171,4.14534971985726,3,0,1,55.8853430832892
"188",188,188,0,0,4,"Canto Do Buriti_3",93,"Canto Do Buriti",4236.55979260193,"Rúbia Duarte",14.5796305464734,4.81312692415379,2,1,0,55.5288528700276
"189",189,189,1,1,11,"Jurema_2",20,"Jurema",2736.02521851292,"Zelaci Pereira",14.5253106958483,3.44993278272548,2,1,0,75.9269900080639
"190",190,190,0,1,15,"São Raimundo Nonato_3",53,"São Raimundo Nonato",5793.1325150633,"Charlene Cavalcanti",11.3787027639624,7.3558175311566,2,1,0,82.9317761919733
"191",191,191,1,0,10,"Guaribas_2",11,"Guaribas",4178.51090409028,"Grácio Moura",17.0017756186327,8.15784131087524,1,0,0,57.0386719689846
"192",192,192,1,1,10,"Guaribas_2",12,"Guaribas",4178.51090409028,"Andreias Moura",14.5117350606909,8.15784131087524,1,0,0,67.1505657777338
"193",193,193,1,1,9,"Fartura Do Piauí_3",132,"Fartura Do Piauí",4776.25290722364,"Balduíno Viana",15.2821494186017,5.50883055655879,1,0,0,72.0130211742391
"194",194,194,0,1,5,"Caracol_4",103,"Caracol",3785.55929827932,"Herculano Martins",12.5591762246254,3.74539232952649,2,1,0,68.7873695595927
"195",195,195,0,1,1,"Anísio De Abreu_2",4,"Anísio De Abreu",3732.89859734518,"Orestes Almeida",10.7226484829027,6.10256133803298,1,0,0,58.3072192381813
"196",196,196,1,0,11,"Jurema_4",24,"Jurema",2736.02521851292,"Cauani Caldeira",13.9911725928001,5.44270892261543,3,0,1,71.5947568504715
"197",197,197,0,1,7,"Dirceu Arcoverde_3",117,"Dirceu Arcoverde",5229.34802253056,"Infante Barbosa",8.38615409551445,4.30250034481812,2,1,0,65.9089450046396
"198",198,198,1,1,2,"Bonfim Do Piauí_1",72,"Bonfim Do Piauí",5704.73948948163,"Estefânia Barbosa",17.3940723152198,5.22821058063544,1,0,0,70.1505576261928
"199",199,199,0,1,11,"Jurema_3",21,"Jurema",2736.02521851292,"Lucas Rocha",7.58718739497113,3.08827241110571,1,0,0,47.1601800879039
"200",200,200,0,1,11,"Jurema_1",18,"Jurema",2736.02521851292,"Nair Moura",15.2040349548981,8.06832217997777,2,1,0,72.4927127221658
"201",201,201,1,0,4,"Canto Do Buriti_3",92,"Canto Do Buriti",4236.55979260193,"Rolim das Neves",18.7583600420814,4.81312692415379,1,0,0,55.0478120545244
"202",202,202,0,1,1,"Anísio De Abreu_2",4,"Anísio De Abreu",3732.89859734518,"Orestes Almeida",10.7226484829027,6.10256133803298,3,0,1,58.0018176215866
"203",203,203,0,0,10,"Guaribas_1",9,"Guaribas",4178.51090409028,"Bernardete Porto",13.9980199156403,3.21475862196924,1,0,0,42.1182109208619
"204",204,204,1,1,10,"Guaribas_2",12,"Guaribas",4178.51090409028,"Andreias Moura",14.5117350606909,8.15784131087524,1,0,0,77.9948066455293
"205",205,205,0,1,7,"Dirceu Arcoverde_1",112,"Dirceu Arcoverde",5229.34802253056,"Lucas Pereira",20.2135553812721,7.99711333599123,1,0,0,72.0358471614123
"206",206,206,0,0,12,"Pajeú Do Piauí_2",27,"Pajeú Do Piauí",3905.61081179791,"Igor Rocha",17.5509569822857,1.52640838862332,2,1,0,27.897657044125
"207",207,207,0,1,6,"Coronel José Dias_2",107,"Coronel José Dias",3999.82445163763,"Abrão da Luz",11.078332136317,4.14461206831652,1,0,0,66.1656300150336
"208",208,208,0,1,4,"Canto Do Buriti_4",95,"Canto Do Buriti",4236.55979260193,"Santelmo da Mota",12.0816431033349,3.1287559622999,2,1,0,71.803139587879
"209",209,209,1,1,5,"Caracol_4",103,"Caracol",3785.55929827932,"Herculano Martins",12.5591762246254,3.74539232952649,2,1,0,72.2349986150705
"210",210,210,0,1,10,"Guaribas_2",11,"Guaribas",4178.51090409028,"Grácio Moura",17.0017756186327,8.15784131087524,1,0,0,72.0273750114573
"211",211,211,1,0,16,"Tamboril Do Piauí_4",62,"Tamboril Do Piauí",4790.74232599722,"Osnilda das Neves",6.33863085283311,4.62526456794013,1,0,0,69.8381603731675
"212",212,212,1,1,1,"Anísio De Abreu_3",6,"Anísio De Abreu",3732.89859734518,"Ferrer Farias",12.9344655500163,2.16808499275934,3,0,1,54.8125469716139
"213",213,213,0,1,11,"Jurema_2",20,"Jurema",2736.02521851292,"Zelaci Pereira",14.5253106958483,3.44993278272548,2,1,0,69.3726215583367
"214",214,214,0,1,7,"Dirceu Arcoverde_2",115,"Dirceu Arcoverde",5229.34802253056,"Hélio Rezende",15.5296576300339,5.17095785922312,3,0,1,70.8840527375302
"215",215,215,0,0,6,"Coronel José Dias_4",110,"Coronel José Dias",3999.82445163763,"Aldo Araújo",7.99981365137184,3.7293486817235,3,0,1,49.6595912727786
"216",216,216,1,0,11,"Jurema_4",24,"Jurema",2736.02521851292,"Cauani Caldeira",13.9911725928001,5.44270892261543,1,0,0,55.9814480181951
"217",217,217,1,0,4,"Canto Do Buriti_2",90,"Canto Do Buriti",4236.55979260193,"Eusébio Almeida",15.3649447929394,8.48047378158709,2,1,0,84.685062445325
"218",218,218,0,0,11,"Jurema_1",17,"Jurema",2736.02521851292,"Judas da Luz",15.0209166187839,8.06832217997777,1,0,0,57.7551392661161
"219",219,219,1,0,17,"Várzea Branca_4",70,"Várzea Branca",5149.20657941617,"Isabéu Duarte",19.1640396110811,4.14534971985726,2,1,0,62.5152627424179
"220",220,220,1,1,13,"São Braz Do Piauí_2",35,"São Braz Do Piauí",3937.90914067858,"Cirlei Fogaça",16.4939291129576,3.06915814443172,2,1,0,99.9824374938731
"221",221,221,1,0,17,"Várzea Branca_4",70,"Várzea Branca",5149.20657941617,"Isabéu Duarte",19.1640396110811,4.14534971985726,1,0,0,59.6572542668509
"222",222,222,1,1,4,"Canto Do Buriti_3",92,"Canto Do Buriti",4236.55979260193,"Rolim das Neves",18.7583600420814,4.81312692415379,1,0,0,65.0681295700399
"223",223,223,1,0,6,"Coronel José Dias_4",110,"Coronel José Dias",3999.82445163763,"Aldo Araújo",7.99981365137184,3.7293486817235,3,0,1,57.5108142041431
"224",224,224,1,0,2,"Bonfim Do Piauí_4",78,"Bonfim Do Piauí",5704.73948948163,"Max Fernandes",10.934035376168,5.00522569778429,3,0,1,54.4684878841302
"225",225,225,1,1,11,"Jurema_4",23,"Jurema",2736.02521851292,"Leiliane Pires",15.7545492729269,5.44270892261543,3,0,1,55.1577233055846
"226",226,226,1,0,12,"Pajeú Do Piauí_2",27,"Pajeú Do Piauí",3905.61081179791,"Igor Rocha",17.5509569822857,1.52640838862332,2,1,0,47.5690951507759
"227",227,227,0,1,12,"Pajeú Do Piauí_4",31,"Pajeú Do Piauí",3905.61081179791,"Nicol Moraes",15.6370915245334,3.66021920480037,1,0,0,61.241221224091
"228",228,228,1,1,16,"Tamboril Do Piauí_1",56,"Tamboril Do Piauí",4790.74232599722,"Clareana Rodrigues",21.4694844995227,4.21458534344643,3,0,1,80.4660096398561
"229",229,229,1,1,14,"São Lourenço Do Piauí_2",44,"São Lourenço Do Piauí",4633.46923739916,"Dália Oliveira",8.8767857472445,6.5933949696698,2,1,0,86.860017723717
"230",230,230,0,1,11,"Jurema_4",24,"Jurema",2736.02521851292,"Cauani Caldeira",13.9911725928001,5.44270892261543,2,1,0,77.228746068397
"231",231,231,1,1,7,"Dirceu Arcoverde_4",119,"Dirceu Arcoverde",5229.34802253056,"Geane da Mota",15.2914095842297,7.38042434614067,3,0,1,73.9522710339298
"232",232,232,0,1,7,"Dirceu Arcoverde_2",114,"Dirceu Arcoverde",5229.34802253056,"Benvindo Viana",19.4297907025963,5.17095785922312,3,0,1,67.6526863001548
"233",233,233,1,1,11,"Jurema_2",20,"Jurema",2736.02521851292,"Zelaci Pereira",14.5253106958483,3.44993278272548,3,0,1,66.9291737604179
"234",234,234,1,1,11,"Jurema_4",24,"Jurema",2736.02521851292,"Cauani Caldeira",13.9911725928001,5.44270892261543,2,1,0,88.5290889295407
"235",235,235,0,0,4,"Canto Do Buriti_1",88,"Canto Do Buriti",4236.55979260193,"Carlene Pereira",21.2832587573139,7.00057268058296,3,0,1,48.7233648515871
"236",236,236,1,1,1,"Anísio De Abreu_3",6,"Anísio De Abreu",3732.89859734518,"Ferrer Farias",12.9344655500163,2.16808499275934,2,1,0,89.3838048858356
"237",237,237,1,1,13,"São Braz Do Piauí_3",37,"São Braz Do Piauí",3937.90914067858,"Aurelino das Neves",17.9500866231975,4.81469205380835,2,1,0,74.7043993710795
"238",238,238,1,0,11,"Jurema_1",17,"Jurema",2736.02521851292,"Judas da Luz",15.0209166187839,8.06832217997777,3,0,1,65.5451705621767
"239",239,239,1,1,14,"São Lourenço Do Piauí_1",42,"São Lourenço Do Piauí",4633.46923739916,"Martino da Cunha",22.9467388290843,2.85075163420226,2,1,0,97.8715267806794
"240",240,240,1,1,5,"Caracol_4",103,"Caracol",3785.55929827932,"Herculano Martins",12.5591762246254,3.74539232952649,3,0,1,61.528740901007
"241",241,241,0,0,11,"Jurema_3",21,"Jurema",2736.02521851292,"Lucas Rocha",7.58718739497113,3.08827241110571,1,0,0,41.2108801439641
"242",242,242,1,1,12,"Pajeú Do Piauí_4",32,"Pajeú Do Piauí",3905.61081179791,"Genésio Cavalcanti",16.4415810076643,3.66021920480037,2,1,0,89.678233547157
"243",243,243,1,0,16,"Tamboril Do Piauí_3",60,"Tamboril Do Piauí",4790.74232599722,"Caetano Moura",17.6140068784045,6.24021833784871,1,0,0,52.5456866017507
"244",244,244,1,0,1,"Anísio De Abreu_4",8,"Anísio De Abreu",3732.89859734518,"Leidemere Pinto",17.6868228932002,5.23468134668299,3,0,1,77.8413307195752
"245",245,245,1,1,16,"Tamboril Do Piauí_4",63,"Tamboril Do Piauí",4790.74232599722,"Iolene Peixoto",8.44463974365809,4.62526456794013,2,1,0,59.7177907572899
"246",246,246,1,1,1,"Anísio De Abreu_1",1,"Anísio De Abreu",3732.89859734518,"Amélia Fogaça",15.7970665669098,6.65894605774353,2,1,0,76.9457703263652
"247",247,247,1,0,12,"Pajeú Do Piauí_4",31,"Pajeú Do Piauí",3905.61081179791,"Nicol Moraes",15.6370915245334,3.66021920480037,1,0,0,67.4029991388842
"248",248,248,1,0,2,"Bonfim Do Piauí_3",77,"Bonfim Do Piauí",5704.73948948163,"Heldemaro Alves",18.539237484754,1.31599744993037,2,1,0,73.6213442233274
"249",249,249,1,1,4,"Canto Do Buriti_3",93,"Canto Do Buriti",4236.55979260193,"Rúbia Duarte",14.5796305464734,4.81312692415379,2,1,0,91.987197480499
"250",250,250,1,0,1,"Anísio De Abreu_4",7,"Anísio De Abreu",3732.89859734518,"Zenira Castro",17.356765024678,5.23468134668299,1,0,0,43.8861376271664
"251",251,251,0,0,2,"Bonfim Do Piauí_1",72,"Bonfim Do Piauí",5704.73948948163,"Estefânia Barbosa",17.3940723152198,5.22821058063544,1,0,0,35.5862969705509
"252",252,252,0,0,8,"Dom Inocêncio_4",126,"Dom Inocêncio",4110.47192881985,"Lucineri da Rocha",20.1158380102473,6.89243675113251,2,1,0,79.0204631782703
"253",253,253,1,1,10,"Guaribas_2",12,"Guaribas",4178.51090409028,"Andreias Moura",14.5117350606909,8.15784131087524,2,1,0,79.3161056972272
"254",254,254,1,1,3,"Brejo Do Piauí_4",86,"Brejo Do Piauí",3422.31586763709,"Junilvana Lima",9.21110629839347,6.16904372214133,1,0,0,72.3449469243965
"255",255,255,1,0,3,"Brejo Do Piauí_4",86,"Brejo Do Piauí",3422.31586763709,"Junilvana Lima",9.21110629839347,6.16904372214133,2,1,0,65.7229505633556
"256",256,256,1,1,5,"Caracol_4",102,"Caracol",3785.55929827932,"Sátiro de Souza",12.0572745003101,3.74539232952649,1,0,0,87.7871782694694
"257",257,257,1,0,1,"Anísio De Abreu_1",1,"Anísio De Abreu",3732.89859734518,"Amélia Fogaça",15.7970665669098,6.65894605774353,3,0,1,64.6925865002191
"258",258,258,1,1,4,"Canto Do Buriti_3",93,"Canto Do Buriti",4236.55979260193,"Rúbia Duarte",14.5796305464734,4.81312692415379,2,1,0,88.2205131697356
"259",259,259,1,0,15,"São Raimundo Nonato_2",52,"São Raimundo Nonato",5793.1325150633,"Lucimeri Campos",9.78065972745849,5.06312854490574,1,0,0,42.638331909092
"260",260,260,1,1,11,"Jurema_4",24,"Jurema",2736.02521851292,"Cauani Caldeira",13.9911725928001,5.44270892261543,2,1,0,72.9824182605082
"261",261,261,1,1,11,"Jurema_4",24,"Jurema",2736.02521851292,"Cauani Caldeira",13.9911725928001,5.44270892261543,2,1,0,54.9816021161739
"262",262,262,1,1,1,"Anísio De Abreu_3",5,"Anísio De Abreu",3732.89859734518,"Reis Jesus",15.4509366843661,2.16808499275934,2,1,0,76.4153473178407
"263",263,263,0,0,8,"Dom Inocêncio_4",126,"Dom Inocêncio",4110.47192881985,"Lucineri da Rocha",20.1158380102473,6.89243675113251,1,0,0,51.8659349517583
"264",264,264,1,1,3,"Brejo Do Piauí_1",81,"Brejo Do Piauí",3422.31586763709,"Carolina Barbosa",15.1503009830781,3.38877322173036,3,0,1,68.4500013731085
"265",265,265,0,0,3,"Brejo Do Piauí_1",81,"Brejo Do Piauí",3422.31586763709,"Carolina Barbosa",15.1503009830781,3.38877322173036,3,0,1,47.8956493812316
"266",266,266,1,1,4,"Canto Do Buriti_4",95,"Canto Do Buriti",4236.55979260193,"Santelmo da Mota",12.0816431033349,3.1287559622999,2,1,0,81.6089947250169
"267",267,267,1,1,5,"Caracol_2",99,"Caracol",3785.55929827932,"Omer Duarte",12.337119808176,3.92166196604778,1,0,0,35.8135500660465
"268",268,268,0,0,4,"Canto Do Buriti_3",93,"Canto Do Buriti",4236.55979260193,"Rúbia Duarte",14.5796305464734,4.81312692415379,1,0,0,52.9278130536769
"269",269,269,1,1,8,"Dom Inocêncio_3",125,"Dom Inocêncio",4110.47192881985,"Cristofe das Neves",13.478364802098,5.39694677603193,3,0,1,43.6095096494764
"270",270,270,1,0,14,"São Lourenço Do Piauí_1",41,"São Lourenço Do Piauí",4633.46923739916,"Eliseu da Cunha",10.0931249521493,2.85075163420226,2,1,0,63.6403248489494
"271",271,271,1,1,12,"Pajeú Do Piauí_2",27,"Pajeú Do Piauí",3905.61081179791,"Igor Rocha",17.5509569822857,1.52640838862332,3,0,1,74.2906355222531
"272",272,272,0,1,1,"Anísio De Abreu_3",5,"Anísio De Abreu",3732.89859734518,"Reis Jesus",15.4509366843661,2.16808499275934,2,1,0,67.8689195468447
"273",273,273,0,0,11,"Jurema_4",23,"Jurema",2736.02521851292,"Leiliane Pires",15.7545492729269,5.44270892261543,3,0,1,71.4983806614836
"274",274,274,1,1,15,"São Raimundo Nonato_3",53,"São Raimundo Nonato",5793.1325150633,"Charlene Cavalcanti",11.3787027639624,7.3558175311566,2,1,0,81.1595128901239
"275",275,275,0,0,11,"Jurema_4",23,"Jurema",2736.02521851292,"Leiliane Pires",15.7545492729269,5.44270892261543,1,0,0,53.6587688340445
"276",276,276,0,0,5,"Caracol_3",101,"Caracol",3785.55929827932,"Balduíno Teixeira",5.37835681880243,5.81761028065809,3,0,1,54.465778961725
"277",277,277,0,0,17,"Várzea Branca_2",67,"Várzea Branca",5149.20657941617,"Charbel Silveira",13.7059105444635,5.13032284431646,3,0,1,38.8130678513929
"278",278,278,1,1,15,"São Raimundo Nonato_4",55,"São Raimundo Nonato",5793.1325150633,"Cíntia Duarte",15.4985385055517,3.73527993202089,3,0,1,56.3345502818182
"279",279,279,1,0,13,"São Braz Do Piauí_2",35,"São Braz Do Piauí",3937.90914067858,"Cirlei Fogaça",16.4939291129576,3.06915814443172,3,0,1,62.2004050243685
"280",280,280,1,1,9,"Fartura Do Piauí_3",132,"Fartura Do Piauí",4776.25290722364,"Balduíno Viana",15.2821494186017,5.50883055655879,3,0,1,48.1292660902247
"281",281,281,0,1,3,"Brejo Do Piauí_4",86,"Brejo Do Piauí",3422.31586763709,"Junilvana Lima",9.21110629839347,6.16904372214133,2,1,0,70.1775357728086
"282",282,282,0,1,1,"Anísio De Abreu_3",5,"Anísio De Abreu",3732.89859734518,"Reis Jesus",15.4509366843661,2.16808499275934,2,1,0,73.1547649675824
"283",283,283,0,1,12,"Pajeú Do Piauí_4",32,"Pajeú Do Piauí",3905.61081179791,"Genésio Cavalcanti",16.4415810076643,3.66021920480037,3,0,1,69.4178100323311
"284",284,284,1,0,4,"Canto Do Buriti_3",92,"Canto Do Buriti",4236.55979260193,"Rolim das Neves",18.7583600420814,4.81312692415379,1,0,0,61.4265372362718
"285",285,285,1,1,16,"Tamboril Do Piauí_3",61,"Tamboril Do Piauí",4790.74232599722,"Cid Martins",24.5073555698728,6.24021833784871,1,0,0,42.7450887590063
"286",286,286,1,1,13,"São Braz Do Piauí_3",37,"São Braz Do Piauí",3937.90914067858,"Aurelino das Neves",17.9500866231975,4.81469205380835,2,1,0,81.8519115873645
"287",287,287,1,1,11,"Jurema_3",21,"Jurema",2736.02521851292,"Lucas Rocha",7.58718739497113,3.08827241110571,1,0,0,70.8429722594087
"288",288,288,1,0,11,"Jurema_4",24,"Jurema",2736.02521851292,"Cauani Caldeira",13.9911725928001,5.44270892261543,3,0,1,56.4498050686828
"289",289,289,1,0,4,"Canto Do Buriti_4",94,"Canto Do Buriti",4236.55979260193,"Teodomiro Moreira",28.3224673547978,3.1287559622999,2,1,0,74.0839094122253
"290",290,290,1,0,17,"Várzea Branca_4",71,"Várzea Branca",5149.20657941617,"Mirza Alves",13.2442594176171,4.14534971985726,3,0,1,62.8691196855739
"291",291,291,1,1,13,"São Braz Do Piauí_4",39,"São Braz Do Piauí",3937.90914067858,"Samuel Pires",17.1966427119187,2.42774477647433,3,0,1,53.2948956722067
"292",292,292,1,0,1,"Anísio De Abreu_1",1,"Anísio De Abreu",3732.89859734518,"Amélia Fogaça",15.7970665669098,6.65894605774353,3,0,1,64.4075815680726
"293",293,293,0,1,8,"Dom Inocêncio_4",126,"Dom Inocêncio",4110.47192881985,"Lucineri da Rocha",20.1158380102473,6.89243675113251,3,0,1,52.3498621901093
"294",294,294,0,1,16,"Tamboril Do Piauí_3",61,"Tamboril Do Piauí",4790.74232599722,"Cid Martins",24.5073555698728,6.24021833784871,2,1,0,61.9864542366002
"295",295,295,1,0,6,"Coronel José Dias_4",110,"Coronel José Dias",3999.82445163763,"Aldo Araújo",7.99981365137184,3.7293486817235,1,0,0,54.2000976187816
"296",296,296,1,1,4,"Canto Do Buriti_1",88,"Canto Do Buriti",4236.55979260193,"Carlene Pereira",21.2832587573139,7.00057268058296,1,0,0,63.7567914232708
"297",297,297,0,0,3,"Brejo Do Piauí_4",87,"Brejo Do Piauí",3422.31586763709,"Jader Nunes",16.4297140783403,6.16904372214133,1,0,0,39.6099833193772
"298",298,298,1,1,4,"Canto Do Buriti_1",89,"Canto Do Buriti",4236.55979260193,"Juno Araújo",20.6076298574722,7.00057268058296,1,0,0,83.7772110981898
"299",299,299,1,1,4,"Canto Do Buriti_4",94,"Canto Do Buriti",4236.55979260193,"Teodomiro Moreira",28.3224673547978,3.1287559622999,1,0,0,43.9636115536928
"300",300,300,0,1,2,"Bonfim Do Piauí_2",74,"Bonfim Do Piauí",5704.73948948163,"Josefo da Conceição",17.4629974425057,5.45649614814944,3,0,1,70.3017998796485
"301",301,301,0,1,2,"Bonfim Do Piauí_1",72,"Bonfim Do Piauí",5704.73948948163,"Estefânia Barbosa",17.3940723152198,5.22821058063544,2,1,0,77.0393393784168
"302",302,302,0,0,1,"Anísio De Abreu_3",6,"Anísio De Abreu",3732.89859734518,"Ferrer Farias",12.9344655500163,2.16808499275934,2,1,0,43.3840272014468
"303",303,303,1,0,8,"Dom Inocêncio_4",127,"Dom Inocêncio",4110.47192881985,"Aramis Castro",14.9619007815093,6.89243675113251,2,1,0,78.0708504140517
"304",304,304,1,1,11,"Jurema_4",23,"Jurema",2736.02521851292,"Leiliane Pires",15.7545492729269,5.44270892261543,3,0,1,69.8606509455277
"305",305,305,1,1,16,"Tamboril Do Piauí_3",60,"Tamboril Do Piauí",4790.74232599722,"Caetano Moura",17.6140068784045,6.24021833784871,2,1,0,76.7779320938441
"306",306,306,1,1,16,"Tamboril Do Piauí_4",62,"Tamboril Do Piauí",4790.74232599722,"Osnilda das Neves",6.33863085283311,4.62526456794013,1,0,0,60.3882426590796
"307",307,307,1,0,3,"Brejo Do Piauí_3",84,"Brejo Do Piauí",3422.31586763709,"Everalda da Conceição",8.0770594291796,5.90653672949772,2,1,0,76.4774731809153
"308",308,308,0,1,8,"Dom Inocêncio_2",123,"Dom Inocêncio",4110.47192881985,"Torcato Lopes",12.9997227037483,6.28903496023608,1,0,0,65.731011193662
"309",309,309,1,1,3,"Brejo Do Piauí_1",80,"Brejo Do Piauí",3422.31586763709,"Alberta Lopes",20.5563148600226,3.38877322173036,2,1,0,81.2245883019803
"310",310,310,1,0,12,"Pajeú Do Piauí_4",31,"Pajeú Do Piauí",3905.61081179791,"Nicol Moraes",15.6370915245334,3.66021920480037,1,0,0,55.8868670999032
"311",311,311,1,1,3,"Brejo Do Piauí_3",85,"Brejo Do Piauí",3422.31586763709,"Lucélia Moura",19.9996340621498,5.90653672949772,1,0,0,59.9257884380914
"312",312,312,0,1,7,"Dirceu Arcoverde_3",116,"Dirceu Arcoverde",5229.34802253056,"Samira Moraes",20.4839634871415,4.30250034481812,3,0,1,46.769752522384
"313",313,313,1,1,17,"Várzea Branca_2",66,"Várzea Branca",5149.20657941617,"Aquino Silveira",5.37366472904942,5.13032284431646,2,1,0,74.4234568996225
"314",314,314,1,1,5,"Caracol_4",103,"Caracol",3785.55929827932,"Herculano Martins",12.5591762246254,3.74539232952649,3,0,1,64.4489434064558
"315",315,315,1,1,11,"Jurema_3",21,"Jurema",2736.02521851292,"Lucas Rocha",7.58718739497113,3.08827241110571,3,0,1,43.7184740209153
"316",316,316,1,0,14,"São Lourenço Do Piauí_3",46,"São Lourenço Do Piauí",4633.46923739916,"Vitorino da Luz",18.0311831356148,6.31052772889975,3,0,1,60.701577612527
"317",317,317,0,1,13,"São Braz Do Piauí_1",34,"São Braz Do Piauí",3937.90914067858,"Queija da Rosa",15.9051089298679,3.51917686924285,3,0,1,69.2980272219145
"318",318,318,0,1,12,"Pajeú Do Piauí_2",28,"Pajeú Do Piauí",3905.61081179791,"Dioclécia Ramos",12.5623620734289,1.52640838862332,1,0,0,50.4028692627657
"319",319,319,1,0,11,"Jurema_3",22,"Jurema",2736.02521851292,"Lutero Fernandes",16.1002196103384,3.08827241110571,2,1,0,70.298039305357
"320",320,320,0,0,4,"Canto Do Buriti_4",94,"Canto Do Buriti",4236.55979260193,"Teodomiro Moreira",28.3224673547978,3.1287559622999,2,1,0,72.3590272443168
"321",321,321,0,0,1,"Anísio De Abreu_2",3,"Anísio De Abreu",3732.89859734518,"Felisberto da Costa",15.6474668624735,6.10256133803298,1,0,0,44.8674505175983
"322",322,322,0,0,11,"Jurema_4",24,"Jurema",2736.02521851292,"Cauani Caldeira",13.9911725928001,5.44270892261543,3,0,1,47.3600222141252
"323",323,323,1,0,4,"Canto Do Buriti_3",93,"Canto Do Buriti",4236.55979260193,"Rúbia Duarte",14.5796305464734,4.81312692415379,3,0,1,41.5468143165893
